Brand,Model,CPU,RAM (GB),Storage (GB),GPU,Purpose,Price ($),Screen (in),OS,Weight (kg),Battery Life (hrs),Release Year,Color
Samsung,Samsung Notebook Odyssey,Intel i7,16,512,NVIDIA GTX 1650,Hybrid Use,1299.99,15.6,Windows 10,2.1,8,2024,Bonfire Black
Gigabyte,Gigabyte Aero 15,Intel i7,16,512,NVIDIA RTX 2060,Gaming/Hybrid,1799.99,15.6,Windows 10,1.2,12,2024,Black
Lenovo,Lenovo IdeaPad Flex 5,AMD Ryzen 5,16,512,Integrated Vega,Gaming,799.99,14,Windows 11,2.5,13,2024,Black
HP,HP Envy x360,Intel i5,8,512,Intel Iris Xe,Everyday Use,849.99,13.3,Windows 11,1.5,6,2024,Silver
Dell,Dell Latitude 7420,Intel i7,16,512,Intel Iris Xe,Hybrid Use,1399.99,14,Windows 10 Pro,1.2,17,2024,Celestial Blue
ASUS,ASUS TUF Dash F15,Intel i7,16,1024,NVIDIA RTX 3060,Gaming/Workstation,1799,15.6,Windows 11,1.4,15,2024,Black
Microsoft,Microsoft Model 455,Intel i9,64,2048,NVIDIA RTX 3050,Business,1930.33,14,macOS,1.9,5,2024,Black
Dell,Dell Model 251,Intel i5,4,1024,NVIDIA RTX 3050,Gaming,1746.96,17.3,Windows 11,1.6,8,2024,Shadow Black
HP,HP Spectre x360,Intel i7,16,512,Intel Iris Xe,Gaming,1349.99,13.5,Windows 11,2.5,9,2024,Moonlight White
Apple,MacBook Pro 16,Apple M2,32,1000,Apple GPU,Hybrid Use,2499,16.2,macOS,1.4,8,2024,Platinum Silver
Lenovo,Lenovo ThinkPad X1,Intel i7,32,1000,NVIDIA GTX 1650,Gaming,1899.5,14,Windows 11 Pro,4.5,10,2024,Carbon Black
Asus,Asus ROG Strix G15,AMD Ryzen 9,16,512,NVIDIA RTX 3060,Everyday Use,1599,15.6,Windows 10,0.99,9,2024,Black
Acer,Acer Predator Helios 300,Intel i7,16,1024,NVIDIA RTX 3070,Productivity,1799.99,15.6,Windows 11,1.3,7,2024,Silver
Microsoft,Surface Laptop 4,Intel i7,16,512,Intel Iris Xe,Gaming,1499,13.5,Windows 11,1.6,8,2024,Black
Razer,Razer Blade 15,Intel i7,16,1000,NVIDIA RTX 3080,Gaming,2399.99,15.6,Windows 11,2.3,16,2024,Silver
Samsung,Samsung Galaxy Book Pro,Intel i5,8,512,Intel Iris Xe,Productivity,999.99,15.6,Windows 11,1.7,8,2024,Black
MSI,MSI GE76 Raider,Intel i9,32,2048,NVIDIA RTX 3070,Professional Use,2199.99,17.3,Windows 11,1.4,10,2024,Silver
Toshiba,Toshiba Dynabook Tecra A50,Intel i5,8,256,Intel UHD Graphics,Budget,799.99,15.6,Windows 10,1.4,6,2024,Celestial Blue
LG,LG Gram 17,Intel i7,16,512,Intel Iris Xe,Everyday Use,1799,17,Windows 11,1.8,7,2024,Lunar Light
Huawei,Huawei MateBook X Pro,Intel i7,16,512,NVIDIA MX250,Everyday Use,1599,13.9,Windows 10,1.6,8,2024,Black
Lenovo,Lenovo Legion 5i,Intel i7,16,1024,NVIDIA RTX 3060,Business,1699,15.6,Windows 11,2.9,10,2024,Carbon Black
MSI,MSI GF63 Thin,Intel i5,8,512,NVIDIA GTX 1650,Gaming,949.99,15.6,Windows 11,1.8,18,2024,Shadow Black
ASUS,ASUS ZenBook 14,Intel i7,16,512,Intel Iris Xe,Everyday Use,1399,14,Windows 11,1.1,7,2024,Bonfire Black
Alienware,Alienware X17,Intel i9,32,1024,NVIDIA RTX 3080,Content Creation,2599,17.3,Windows 11,2,12,2024,Phantom Black
Samsung,Samsung Notebook Odyssey,Intel i7,16,512,NVIDIA GTX 1650,Student Use,1299.99,15.6,Windows 10,2,10,2024,Platinum Silver
Gigabyte,Gigabyte Aero 15,Intel i7,16,512,NVIDIA RTX 2060,Ultrabook,1799.99,15.6,Windows 10,1.6,6,2024,Eclipse Gray
Lenovo,Lenovo IdeaPad Flex 5,AMD Ryzen 5,16,512,Integrated Vega,Everyday Use,799.99,14,Windows 11,1.7,15,2024,Black
HP,HP Envy x360,Intel i5,8,512,Intel Iris Xe,Gaming,849.99,13.3,Windows 11,1.8,8,2024,Black
Dell,Dell Latitude 7420,Intel i7,16,512,Intel Iris Xe,Business,1399.99,14,Windows 10 Pro,1.8,9,2024,Silver
ASUS,ASUS TUF Dash F15,Intel i7,16,1024,NVIDIA RTX 3060,Business,1799,15.6,Windows 11,2.1,6,2024,Slate Gray
HP,HP Pavilion 15,Intel i5,8,512,Intel UHD Graphics,Ultrabook,749.99,15.6,Windows 10,1.8,7,2024,Platinum Gray
Microsoft,Surface Pro 9,Intel i5,16,256,Intel Iris Xe,Productivity,1299.99,13,Windows 11,2.3,10,2024,Titanium Grey
Dell,Dell XPS 13 Plus,Intel i7,32,1000,Intel Iris Xe,Workstation,1999.99,13.4,Windows 11,1.4,12,2024,Silver
Apple,MacBook Air M2,Apple M2,8,512,Apple GPU,Workstation,1199,13.6,macOS,1.7,13,2024,Pine Gray
Lenovo,Yoga 9i Gen 8,Intel i7,16,512,Intel Iris Xe,Gaming,1499.99,14,Windows 11,2,8,2024,Black
ASUS,Vivobook S 15 OLED,Intel i9,16,1000,NVIDIA RTX 3050,Business,1699,15.6,Windows 11,2.3,7,2024,White
Acer,Swift X 14,AMD Ryzen 7,16,512,NVIDIA RTX 3050,Gaming,1149,14,Windows 11,2.5,8,2024,Silver
MSI,Creator Z16 HX Studio,Intel i9,32,2000,NVIDIA RTX 4070,Everyday Use,2999,16,Windows 11 Pro,2.4,18,2024,Moonlight White
Samsung,Galaxy Book3 Ultra,Intel i7,32,1000,NVIDIA RTX 4050,Everyday Use,2499.99,16,Windows 11,1.8,7,2024,Black
HP,Omen Transcend 16,Intel i7,32,1000,NVIDIA RTX 4070,Gaming,2099.99,16.1,Windows 11,1.9,10,2024,Black
Gigabyte,G5 KF,Intel i5,16,512,NVIDIA RTX 4060,Hybrid Use,999.99,15.6,Windows 11,1.8,7,2024,Black
LG,Gram 17,Intel i7,32,1000,Intel Iris Xe,Productivity,1799,17,Windows 11,1.1,9,2024,Silver
Razer,Blade 14,AMD Ryzen 9,16,1000,NVIDIA RTX 4070,Gaming/Workstation,2699,14,Windows 11,2,14,2024,Abyss Blue
Microsoft,Surface Laptop Studio 2,Intel i7,32,1000,NVIDIA RTX 4050,Professional Use,2399,14.4,Windows 11,2,20,2024,Black
Lenovo,Legion Pro 7i Gen 9,Intel i9,32,2000,NVIDIA RTX 4080,Business,3199.99,16,Windows 11,1.6,9,2024,Silver
ASUS,ROG Zephyrus G14,AMD Ryzen 9,32,1000,NVIDIA RTX 4060,Business,1999,14,Windows 11,1.7,8,2024,Pine Gray
HP,Spectre x360 14,Intel i7,16,1000,Intel Iris Xe,Gaming,1649,13.5,Windows 11,1.8,6,2024,Black
MSI,Stealth 16 Studio,Intel i7,32,2000,NVIDIA RTX 4070,Professional Use,2799,16,Windows 11 Pro,1.8,12,2024,Black
Acer,Predator Helios 16,Intel i9,32,2000,NVIDIA RTX 4080,Ultrabook,3299,16,Windows 11,2.1,4,2024,Nightfall Blue
Apple,"MacBook Pro M3 Max 16""",Apple M3 Max,64,2000,Apple GPU (40-core),Gaming,4199,16.2,macOS,1.8,15,2024,Eclipse Gray
Gigabyte,AERO 16 OLED,Intel i9,32,1000,NVIDIA RTX 4070,Hybrid Use,2499,16,Windows 11,2.3,18,2024,Black
ASUS,TUF Gaming A15,AMD Ryzen 7,16,1000,NVIDIA RTX 4060,Gaming,1199,15.6,Windows 11,1.4,10,2024,Silver
HP,EliteBook 840 G10,Intel i7,16,512,Intel Iris Xe,Professional Use,1449,14,Windows 11 Pro,1.7,6,2024,Phantom Black
Dell,Inspiron 16 Plus,Intel i7,32,1000,NVIDIA RTX 3060,Hybrid Use,1549,16,Windows 11,2,8,2024,Platinum Gray
Lenovo,ThinkPad X1 Carbon Gen 11,Intel i7,16,512,Intel Iris Xe,Student Use,1899,14,Windows 11,2.3,10,2024,Carbon Black
Samsung,Galaxy Book3 Pro 360,Intel i7,16,1000,Intel Iris Xe,Gaming,1799.99,16,Windows 11,2.47,7,2024,Charcoal Gray
Acer,Aspire Vero AV15,Intel i5,16,512,Intel Iris Xe,Everyday Use,899,15.6,Windows 11,1.35,16,2024,Oatmeal
MSI,Prestige 13 Evo,Intel i7,32,1000,Intel Iris Xe,Business,1399,13.3,Windows 11,1.21,10,2024,Shadow Black
Apple,MacBook Air M3,Apple M3,8,256,Apple GPU,Ultrabook,1099,13.6,macOS,1.5,14,2024,Space Blue
LG,UltraPC 16,AMD Ryzen 7,16,512,AMD Radeon Graphics,Gaming,1099,16,Windows 11,2.32,15,2024,Graphite
Gigabyte,G7 KE Gaming Laptop,Intel i5,16,512,NVIDIA RTX 3060,Everyday Use,1099,17.3,Windows 11,1.67,15,2024,Oatmeal
ASUS,Zenbook S 13 OLED,AMD Ryzen 7,16,1000,AMD Radeon Graphics,Gaming,1349,13.3,Windows 11,0.95,7,2024,Platinum
Lenovo,Yoga 9i Gen 8,Intel i7,16,1000,Intel Iris Xe,Gaming,1899,14,Windows 11,2.43,14,2024,Platinum
HP,Omen 17,Intel i9,32,2000,NVIDIA RTX 4080,Everyday Use,3199,17.3,Windows 11,0.94,16,2024,Charcoal Gray
Dell,XPS 17 9730,Intel i7,32,2000,NVIDIA RTX 4070,Everyday Use,3099,17,Windows 11,2.24,12,2024,Oatmeal
Acer,Swift Go 14 OLED,Intel i5,16,512,Intel Iris Xe,Everyday Use,899,14,Windows 11,1.34,14,2024,Platinum
Microsoft,Surface Laptop Go 3,Intel i5,8,256,Intel UHD Graphics,Business,799,12.4,Windows 11,1.84,11,2024,Cool Silver
MSI,Raider GE78 HX,Intel i9,64,2000,NVIDIA RTX 4090,Ultrabook,4499,17,Windows 11 Pro,1.82,8,2024,Shadow Black
Apple,"MacBook Pro M3 Pro 14""",Apple M3 Pro,36,1000,Apple GPU (18-core),Content Creation,2599,14.2,macOS,2.16,15,2024,Lunar Gray
LG,Gram Style 16,Intel i7,32,1000,Intel Iris Xe,Workstation,1999,16,Windows 11,1.61,9,2024,Space Blue
Samsung,Galaxy Book4 Ultra,Intel i9,32,1000,NVIDIA RTX 4070,Hybrid Use,2699.99,16,Windows 11,1.78,10,2024,Mercury White
LG,Model 178,Apple M3,8,1000,NVIDIA RTX 3050,Everyday Use,2414.44,16.4,Windows 11 Pro,1.35,19,2024,Black
Lenovo,Model 196,Intel i9,64,256,NVIDIA RTX 3050,Ultrabook,1595.83,17.1,Windows 11 Pro,1.6,18,2024,Space Black
Lenovo,Model 102,AMD Ryzen 5,16,2000,NVIDIA RTX 3060,Gaming,1686.25,13.4,Windows 11 Pro,1.65,11,2024,Eclipse Gray
Dell,Model 186,Apple M3,16,2000,Intel Iris Xe,Business,3296.58,16.9,Windows 11,1.9,15,2024,Platinum
LG,Model 171,AMD Ryzen 5,16,2000,NVIDIA RTX 3060,Gaming,3146,14.6,Windows 11,0.9,13,2024,Platinum
Microsoft,Model 191,Intel i9,64,256,Intel Iris Xe,Hybrid Use,2459.28,16.4,Windows 11,1.2,12,2024,Graphite
Lenovo,Model 166,AMD Ryzen 5,8,1000,NVIDIA RTX 3060,Gaming,2229.01,17.1,macOS,1.2,15,2024,Midnight
ASUS,Model 191,AMD Ryzen 5,32,1000,NVIDIA RTX 3060,Gaming,1502.07,15.3,Windows 11,1.4,14,2024,Oatmeal
Dell,Model 100,Intel i5,16,256,NVIDIA RTX 4080,Professional Use,2162.92,13.1,macOS,1.8,9,2024,Cool Silver
Apple,Model 139,Apple M2,16,1000,NVIDIA RTX 3060,Gaming,3267.68,13.3,Windows 11 Pro,1.39,12,2024,Steel Gray
Microsoft,Surface Laptop 5,Intel i7,16,512,Intel Iris Xe,Gaming,1599.99,13.5,Windows 11,2.35,7,2024,Lunar Gray
Dell,XPS 15 9520,Intel i9,32,1000,NVIDIA RTX 3050 Ti,Everyday Use,2399.99,15.6,Windows 11,1.8,14,2024,Graphite
Apple,MacBook Pro 14 M2 Pro,Apple M2 Pro,16,512,Apple GPU,Gaming,1999,14.2,macOS,2.1,8,2024,Shadow Black
Lenovo,ThinkPad X1 Carbon Gen 11,Intel i7,16,512,Intel Iris Xe,Ultrabook,2199,14,Windows 11,2,9,2024,Charcoal Gray
ASUS,ZenBook 14X OLED,Intel i7,16,512,Intel Iris Xe,Professional Use,1499,14.5,Windows 11,1.78,10,2024,Mercury White
Acer,Predator Helios 16,Intel i9,32,2000,NVIDIA RTX 4060,Gaming,2399.99,16,Windows 11,1.35,19,2024,Black
MSI,GE76 Raider,Intel i9,32,2000,NVIDIA RTX 3080,Everyday Use,2899,17.3,Windows 11,1.6,18,2024,Space Black
Samsung,Galaxy Book Pro 360,Intel i7,16,512,Intel Iris Xe,Business,1499.99,13.3,Windows 11,1.65,11,2024,Eclipse Gray
HP,Spectre x360 14,Intel i7,16,512,Intel Iris Xe,Gaming,1799,13.5,Windows 11,1.9,15,2024,Platinum
Gigabyte,AORUS 15G,Intel i7,32,512,NVIDIA RTX 3060,Gaming,1699.99,15.6,Windows 11,1.2,14,2024,Frost White
Microsoft,Surface Book 4,Intel i7,16,512,NVIDIA GTX 1650,Gaming,1799.99,13.5,Windows 11,1.3,15,2023,Pine Grey
Dell,Alienware m15 R7,Intel i9,32,1000,NVIDIA RTX 3070,Business,2299.99,15.6,Windows 11,1.3,10,2024,Nightfall Black
Apple,MacBook Pro 16 M2 Max,Apple M2 Max,32,1024,Apple GPU,Student Use,3499,16.2,macOS,1.4,13,2023,Silver
Lenovo,Legion 5 Pro,AMD Ryzen 7,16,1000,NVIDIA RTX 3070,Ultrabook,1799,16,Windows 11,1.3,11,2024,Platinum
ASUS,ROG Zephyrus G14,AMD Ryzen 9,32,1000,NVIDIA RTX 3080,Everyday Use,2499,14,Windows 11,1.1,15,2024,Black
Acer,Nitro 5,Intel i7,16,512,NVIDIA RTX 3060,Everyday Use,1399,15.6,Windows 11,1.2,14,2024,Frost White
MSI,GS66 Stealth,Intel i7,16,512,NVIDIA RTX 3070,Everyday Use,2199,15.6,Windows 11,1.3,15,2023,Pine Grey
Samsung,Galaxy Book2 Pro 360,Intel i7,16,512,Intel Iris Xe,Gaming,1699.99,13.3,Windows 11,1.3,10,2024,Nightfall Black
HP,Elite Dragonfly G3,Intel i7,16,512,Intel Iris Xe,Content Creation,2199,13.3,Windows 11,1.4,13,2023,Silver
Gigabyte,Aero 15 OLED,Intel i7,32,1000,NVIDIA RTX 3080,Professional Use,2499,15.6,Windows 11,1.3,11,2024,Platinum
Microsoft,Surface Laptop 4,Intel i7,16,512,Intel Iris Xe,Gaming,1599.99,13.5,Windows 11,1.1,15,2024,Black
Dell,Precision 5760,Intel i9,32,1000,NVIDIA RTX A2000,Hybrid Use,2699.99,17,Windows 11,2.3,8,2023,Fortress Gray
Apple,MacBook Pro 13 M2,Apple M2,16,512,Apple GPU,Everyday Use,1799,13.3,macOS,1.6,10,2024,Blush Pink
Lenovo,ThinkPad P1 Gen 5,Intel i9,32,1000,NVIDIA RTX A5000,Gaming,3199.99,15.6,Windows 11,2.5,6,2023,Lunar Light
ASUS,TUF Gaming A15,AMD Ryzen 7,16,512,NVIDIA RTX 3060,Hybrid Use,1299.99,15.6,Windows 11,2.1,21,2023,Space Gray
Acer,ConceptD 7,Intel i9,32,1000,NVIDIA RTX 3080,Gaming,2599,15.6,Windows 11,2.4,7,2023,Phantom Blue
MSI,Titan GT77,Intel i9,64,2000,NVIDIA RTX 4090,Student Use,4999,17.3,Windows 11,1.5,15,2023,Cobalt
Samsung,Galaxy Book Pro 360,Intel i5,8,512,Intel Iris Xe,Gaming,1299.99,13.3,Windows 11,1.3,10,2023,Mercury
HP,Envy 14,Intel i7,16,512,Intel Iris Xe,Gaming,1499,14,Windows 11,1.7,12,2024,Eclipse Gray
Gigabyte,G5,Intel i7,16,512,NVIDIA RTX 3050 Ti,Workstation,1399,15.6,Windows 11,0.99,18,2023,Giga Gray
Microsoft,Surface Pro 9,Intel i5,16,256,Intel Iris Xe,Ultrabook,1299.99,13,Windows 11,1.2,18,2023,Midnight
Dell,Dell XPS 13 Plus,Intel i7,32,1000,Intel Iris Xe,Business,1999.99,13.4,Windows 11,2.1,9,2024,Natural Silver
Apple,MacBook Air M2,Apple M2,8,512,Apple GPU,Everyday Use,1199,13.6,macOS,1.7,10,2023,Carbon Gray
Lenovo,Yoga 9i Gen 8,Intel i7,16,512,Intel Iris Xe,Content Creation,1499.99,14,Windows 11,1.6,6,2024,Arctic Grey
ASUS,Vivobook S 15 OLED,Intel i9,16,1000,NVIDIA RTX 3050,Ultrabook,1699,15.6,Windows 11,1.8,8,2023,Slate Grey
Acer,Swift X 14,AMD Ryzen 7,16,512,NVIDIA RTX 3050,Hybrid Use,1149,14,Windows 11,2.3,7,2024,Black
MSI,Creator Z16 HX Studio,Intel i9,32,2000,NVIDIA RTX 4070,Gaming,2999,16,Windows 11 Pro,1.6,18,2024,Space Gray
Samsung,Galaxy Book3 Ultra,Intel i7,32,1000,NVIDIA RTX 4050,Business,2499.99,16,Windows 11,1.2,12,2024,Pine Gray
HP,Omen Transcend 16,Intel i7,32,1000,NVIDIA RTX 4070,Business,2099.99,16.1,Windows 11,2,13,2024,Nightfall Black
Gigabyte,G5 KF,Intel i5,16,512,NVIDIA RTX 4060,Hybrid Use,999.99,15.6,Windows 11,1.2,11,2024,Platinum Silver
Microsoft,Surface Laptop 4,Intel i7,16,512,Intel Iris Xe,Professional Use,1599.99,13.5,Windows 11,1.1,12,2024,Black
Dell,Alienware m15 R7,Intel i9,32,1000,NVIDIA RTX 3070,Everyday Use,2299.99,15.6,Windows 11,1.8,7,2024,Black
Apple,MacBook Pro 16 M2 Max,Apple M2 Max,32,1024,Apple GPU,Gaming,3499,16.2,macOS,2.1,8,2024,Charcoal Black
Lenovo,ThinkPad P1 Gen 5,Intel i9,32,1000,NVIDIA RTX A5000,Gaming,3199.99,15.6,Windows 11,2.5,6,2024,Black
ASUS,TUF Gaming A15,AMD Ryzen 7,16,512,NVIDIA RTX 3060,Everyday Use,1299.99,15.6,Windows 11,1.2,15,2024,Dragonfly Blue
Acer,ConceptD 7,Intel i9,32,1000,NVIDIA RTX 3080,Designing,2599,15.6,Windows 11,2.4,8,2024,Phantom Black
MSI,Titan GT77,Intel i9,64,2000,NVIDIA RTX 4090,Browsing,4999,17.3,Windows 11,1.6,9,2024,Black
Samsung,Galaxy Book Pro 360,Intel i7,16,512,Intel Iris Xe,Office Work,1699.99,13.3,Windows 11,1.2,15,2024,Starlight
HP,Envy 14,Intel i7,16,512,Intel Iris Xe,Video Editing,1499,14,Windows 11,2,8,2024,Black
Gigabyte,G5,Intel i7,16,512,NVIDIA RTX 3050 Ti,Business,1399,15.6,Windows 11,2.2,8,2024,Black
Microsoft,Surface Laptop 5,Intel i7,16,512,Intel Iris Xe,Gaming,1599.99,13.5,Windows 11,1.5,7,2024,Silver
Dell,Precision 5760,Intel i9,32,1000,NVIDIA RTX A2000,Gaming,2699.99,17,Windows 11,1.7,9,2024,Celestial Blue
Apple,MacBook Pro 13 M2,Apple M2,16,512,Apple GPU,Professional,1799,13.3,macOS,2,21,2024,Space Gray
Lenovo,ThinkPad X1 Carbon,Intel i7,16,512,Intel Iris Xe,Gaming,1799,14,Windows 11,2.5,8,2024,Platinum Silver
ASUS,ZenBook 14X OLED,Intel i7,16,512,Intel Iris Xe,Everyday Use,1499,14.5,Windows 11,1.3,12,2024,Storm Gray
Acer,Predator Helios 16,Intel i9,32,2000,NVIDIA RTX 4060,Designing,2399.99,16,Windows 11,2,9,2024,Eclipse Gray
MSI,GS66 Stealth,Intel i7,16,512,NVIDIA RTX 3070,Browsing,2199,15.6,Windows 11,1.3,10,2024,Natural Silver
Samsung,Galaxy Book Pro 2,Intel i5,8,256,Intel Iris Xe,Office Work,999.99,13.3,Windows 11,1,10,2024,Green
HP,Spectre x360 14,Intel i7,16,512,Intel Iris Xe,Video Editing,1799,13.5,Windows 11,2.3,7,2024,Black Steel
Gigabyte,Aero 15 OLED,Intel i7,32,1000,NVIDIA RTX 3080,Business,2499,15.6,Windows 11,1.3,18,2024,Space Gray
Microsoft,Surface Book 4,Intel i7,16,512,NVIDIA GTX 1650,Gaming,1799.99,13.5,Windows 11,1.7,8,2024,Transparent Silver
Dell,Alienware x17,Intel i9,32,1000,NVIDIA RTX 3080 Ti,Gaming,3499.99,17.3,Windows 11,1.5,10,2024,Silver
Apple,MacBook Air M2,Apple M2,8,256,Apple GPU,Professional,1099,13.3,macOS,1.4,8,2024,Platinum Gray
Lenovo,Legion 5 Pro,AMD Ryzen 7,16,512,NVIDIA RTX 3060,Gaming,1399,16,Windows 11,2,8,2024,Black Steel
ASUS,ROG Zephyrus G14,AMD Ryzen 9,32,1000,NVIDIA RTX 3080,Everyday Use,2499,14,Windows 11,1.5,7,2024,Lunar Light
Acer,Nitro 5,Intel i7,16,512,NVIDIA RTX 3050,Gaming,1099.99,15.6,Windows 11,1.4,11,2024,Black
MSI,GP66 Leopard,Intel i7,16,512,NVIDIA RTX 3060,Business,1699,15.6,Windows 11,1.4,20,2024,Space Gray
Lenovo,ThinkPad X1 Extreme,Intel i9,32,1000,NVIDIA GTX 1650 Ti,Professional,2599.99,15.6,Windows 11,1.2,8,2024,Eclipse Gray
HP,Elite Dragonfly,Intel i7,16,512,Intel Iris Xe,Professional,1999.99,13.3,Windows 11,2.1,7,2024,Black
Gigabyte,AORUS 15G,Intel i7,32,512,NVIDIA RTX 3060,Gaming,1799,15.6,Windows 11,2,8,2024,Silver
Samsung,Galaxy Book Pro 360,Intel i7,8,512,Intel Iris Xe,Designing,1399.99,13.3,Windows 11,1.3,10,2024,Graphite Gray
Apple,MacBook Pro 14 M2,Apple M2,16,512,Apple GPU,Browsing,1999,14,macOS,2.3,8,2024,Black
ASUS,ZenBook Duo 14,Intel i7,16,512,Intel Iris Xe,Office Work,1599,14,Windows 11,2.4,6,2024,Shadow Black
Dell,XPS 13,Intel i7,16,512,Intel Iris Xe,Video Editing,1499,13.4,Windows 11,2.3,9,2024,Bonfire Black
HP,Spectre x360,Intel i7,16,512,Intel Iris Xe,Business,1699.99,13.3,Windows 11,1.3,20,2024,Space Gray
Lenovo,Yoga 7i,Intel i7,16,512,Intel Iris Xe,Gaming,1399,14,Windows 11,1.8,9,2024,Slate Gray
Apple,MacBook Air M2,Apple M2,8,256,Apple GPU,Gaming,1199,13.6,macOS,2.7,7,2024,Black
Acer,Swift 3,Intel i5,8,512,Intel Iris Xe,Professional,899,14,Windows 11,2.2,8,2024,Black
ASUS,ZenBook 14,Intel i5,16,512,Intel Iris Xe,Gaming,1299,14,Windows 11,1.4,20,2024,Space Gray
MSI,Modern 14,Intel i7,16,512,Intel Iris Xe,Everyday Use,1199,14,Windows 11,0.97,10,2024,Black
HP,Omen 16,Intel i7,32,1000,NVIDIA RTX 3060,Gaming,1899,16.1,Windows 11,1.8,8,2024,Silver
Dell,Alienware M15,Intel i7,32,512,NVIDIA RTX 3060,Business,1799,15.6,Windows 11,1.8,7,2024,Silver
Lenovo,Legion 5i,Intel i7,16,512,NVIDIA GTX 1650,Professional,1399,15.6,Windows 11,1.7,9,2024,Black
ASUS,TUF Dash F15,Intel i7,16,512,NVIDIA RTX 3060,Professional,1699,15.6,Windows 11,2,6,2024,Black
Acer,Predator Helios 300,Intel i7,16,512,NVIDIA RTX 3070,Gaming,1899,15.6,Windows 11,2.3,7,2024,Black Steel
Microsoft,Surface Laptop 4,Intel i5,8,256,Intel Iris Xe,Gaming,1099,13.5,Windows 11,1.3,10,2024,Natural Silver
Dell,Inspiron 15,Intel i5,8,512,Intel UHD Graphics,Professional,799,15.6,Windows 11,2.3,8,2024,Phantom Black
Lenovo,ThinkPad L15,Intel i5,8,512,Intel UHD Graphics,Gaming,849,15.6,Windows 11,1.2,12,2024,Platinum Silver
MSI,GF63 Thin,Intel i5,8,512,NVIDIA GTX 1650,Gaming,1099,15.6,Windows 11,1.3,10,2024,Pine Gray
HP,Pavilion 15,Intel i7,16,512,Intel Iris Xe,Professional,1099,15.6,Windows 11,2.1,6,2024,Black
Apple,MacBook Pro 16 M2,Apple M2 Pro,32,512,Apple GPU,Designing,2499,16.2,macOS,1.3,18,2024,Space Gray
ASUS,ROG Flow Z13,Intel i7,16,512,NVIDIA RTX 3050,Browsing,1599,13.4,Windows 11,2.5,7,2024,Black
Acer,Aspire 5,Intel i5,8,512,Intel UHD Graphics,Office Work,799,15.6,Windows 11,2.3,8,2024,Bonfire Black
MSI,GE76 Raider,Intel i9,32,1000,NVIDIA RTX 3080,Video Editing,2799,17.3,Windows 11,1.5,10,2024,Silver
Dell,G15 Gaming,AMD Ryzen 7,16,512,NVIDIA RTX 3060,Business,1499,15.6,Windows 11,1.6,20,2024,Space Gray
Lenovo,ThinkPad X1 Carbon,Intel i7,16,512,Intel Iris Xe,Gaming,2199,14,Windows 11,1.8,7,2024,Platinum Gray
ASUS,VivoBook S15,Intel i5,16,512,Intel Iris Xe,Gaming,899,15.6,Windows 11,1.6,8,2024,Transparent Silver
Apple,MacBook Pro 14 M1,Apple M1 Pro,16,512,Apple GPU,Professional,1899,14,macOS,1.2,11,2024,Silver
Microsoft,Surface Laptop Go 3,Intel i5,8,128,Intel UHD Graphics,Gaming,649,12.4,Windows 11,1.6,9,2024,Ash Gray
ASUS,ExpertBook P1,Intel i3,8,512,Intel UHD Graphics,Everyday Use,699,15.6,Windows 11,1,10,2024,Green
Dell,Latitude 5420,Intel i5,16,512,Intel Iris Xe,Gaming,1299,14,Windows 11,2,8,2024,Silver
Lenovo,IdeaPad 3,Intel i5,8,512,Intel UHD Graphics,Business,649,15.6,Windows 11,1.3,12,2024,Storm Gray
Acer,Aspire 7,AMD Ryzen 5,16,512,NVIDIA GTX 1650,Professional,1099,15.6,Windows 11,1.6,9,2024,Eclipse Gray
HP,EliteBook 840 G7,Intel i5,16,512,Intel UHD Graphics,Professional,1299,14,Windows 11,2.7,5,2024,Lunar Light
MSI,Creator 15,Intel i7,32,512,NVIDIA RTX 3060,Gaming,1999,15.6,Windows 11,2.5,6,2024,Black
Apple,MacBook Pro 16 M2,Apple M2 Pro,32,512,Apple GPU,Gaming,2499,16,macOS,2.2,8,2024,Black
ASUS,ZenBook Flip 14,Intel i7,16,512,Intel Iris Xe,Professional,1599,14,Windows 11,1.3,18,2024,Space Gray
Lenovo,ThinkPad L14,Intel i5,8,512,Intel UHD Graphics,Gaming,749,14,Windows 11,1.9,7,2024,Pine Gray
HP,ProBook 440 G7,Intel i5,8,256,Intel UHD Graphics,Gaming,749,14,Windows 11,2.3,8,2024,Black
Dell,Precision 5550,Intel i7,16,512,NVIDIA Quadro T1000,Professional,1899,15.6,Windows 11,1.3,10,2024,Nightfall Black
Apple,MacBook Pro 14 M1,Apple M1 Pro,16,512,Apple GPU,Casual Use,1799,14,macOS,1.8,8,2024,Carbon Gray
ASUS,ROG Strix G17,AMD Ryzen 9,32,1000,NVIDIA RTX 3080,Office Work,2399,17.3,Windows 11,1.4,9,2024,Moonlight White
MSI,Pulse GL66,Intel i7,16,512,NVIDIA RTX 3060,Business,1499,15.6,Windows 11,1.5,10,2024,Black
Lenovo,ThinkPad P1,Intel i7,32,512,NVIDIA Quadro T1000,Gaming,2199,15.6,Windows 11,1.7,9,2024,Silver
Microsoft,Surface Laptop 5,Intel i7,16,512,Intel Iris Xe,Designing,1599.99,15,Windows 11,2.1,7,2024,Black
Dell,Alienware X14,Intel i9,32,1000,NVIDIA RTX 3060,Browsing,2299.99,14,Windows 11,1.2,12,2024,Platinum Silver
